expansions,primary_total,primary_nonempty,secondary_total,secondary_nonempty,logical_nodes,logical_primary_nonempty,logical_secondary_nonempty,f_min,f_max,h_min_mean,h_min_stddev,h_max_mean,h_max_stddev,sec_per_pri_mean,sec_per_pri_stddev,nodes_per_sec_mean,nodes_per_sec_stddev
20200000,16498,961,4575711,195981,39932,744,34921,10998,12970,2244.88,2737.7,3853.22,2417.84,203.934,203.865,1.49125,0.854227
20300000,16498,961,4575711,196370,45134,744,39734,10998,12970,2262.42,2768.12,3853.22,2417.84,204.339,205.326,1.49039,0.853638
20400000,16498,961,4575711,195900,40284,738,34898,10998,12970,2326.22,2799.65,3853.22,2417.84,203.85,205.958,1.49176,0.854355
20500000,16498,961,4575711,194147,21719,734,19914,10998,12970,2362.31,2833.91,3853.22,2417.84,202.026,206.247,1.50547,0.859652
20600000,16498,961,4575711,192997,22196,734,20469,10998,12970,2358.5,2835.63,3853.22,2417.84,200.829,207.908,1.51166,0.868306
20700000,16498,961,4575711,188501,19022,734,17674,10998,12970,2366.99,2827.41,3853.25,2417.89,196.151,207.084,1.51589,0.874231
20800000,16498,961,4575711,187612,18125,734,16773,10998,12970,2377.85,2846.19,3853.25,2417.89,195.226,207.504,1.51858,0.875876
20900000,16498,961,4575711,188670,19223,734,17841,10998,12970,2364.47,2824.37,3853.25,2417.89,196.327,206.962,1.51586,0.874314
21000000,16498,961,4575711,188363,18917,734,17534,10998,12970,2363.37,2822.48,3853.25,2417.89,196.007,206.965,1.51671,0.874778
21100000,16498,961,4575711,190184,21507,734,19934,10998,12970,2267.45,2740.97,3853.25,2417.89,197.902,205.996,1.51239,0.872108
21200000,16498,961,4575711,190969,28750,734,26737,10998,12970,2245.76,2752.56,3853.25,2417.89,198.719,207.496,1.51055,0.870946
21300000,16498,961,4575711,189279,19444,721,17997,10998,12970,2355,2821.85,3853.25,2417.89,196.96,208.289,1.51535,0.873829
21400000,16498,961,4575711,191310,21196,721,20038,10998,12970,2300.82,2761.62,3853.25,2417.89,199.074,207.178,1.51092,0.871309
21500000,16498,961,4575711,192356,23161,721,21907,10998,12970,2226.32,2745.46,3853.25,2417.89,200.162,208.637,1.50839,0.869788
21600000,16498,961,4575711,191407,26173,742,24384,10998,12970,2311.06,2787.51,3853.25,2417.89,199.175,209.185,1.51067,0.871164
21700000,16498,961,4575711,191149,29225,743,25856,10998,12970,2350.95,2832.88,3853.25,2417.89,198.906,210.881,1.51234,0.871656
21800000,16498,961,4575711,192719,30052,744,27016,10998,12970,2350.68,2834.97,3853.25,2417.89,200.54,211.25,1.50801,0.869387
21900000,16498,961,4575711,193200,24618,740,22262,10998,12970,2363.8,2844.18,3853.26,2417.91,201.041,210.716,1.51545,0.875683
22000000,16498,961,4575711,193366,23680,740,21491,10998,12970,2364.69,2849.81,3853.26,2417.91,201.213,211.925,1.51957,0.879556
22100000,16498,961,4575711,194977,23572,740,21401,10998,12970,2359.48,2849.41,3853.26,2417.91,202.89,213.667,1.52195,0.880367
22200000,16498,961,4575711,194068,24601,740,22395,10998,12970,2324.49,2852.36,3853.37,2418.08,201.944,213.775,1.52727,0.890259
22300000,16498,961,4575711,192947,18544,734,17243,10998,12970,2369.96,2853.92,3853.63,2418.49,200.777,213.994,1.53634,0.896547
22400000,16498,961,4575711,193546,19135,721,17711,10998,12970,2360.6,2854.56,3853.63,2418.49,201.401,215.072,1.53517,0.895813
22500000,16498,961,4575711,194533,19559,721,18245,10998,12970,2362.99,2848.39,3854.25,2419.43,202.428,215.82,1.53038,0.890018
22600000,16498,961,4575711,194804,19934,721,18615,10998,12970,2359.68,2842.77,3854.56,2419.88,202.71,215.351,1.52988,0.891869
22700000,16498,961,4575711,194905,20060,721,18716,10998,12970,2352.23,2832.05,3854.56,2419.88,202.815,215.077,1.52973,0.891739
22800000,16498,961,4575711,196747,22645,721,21227,10998,12970,2232.23,2730.9,3854.56,2419.88,204.732,214.414,1.52503,0.889018
22900000,16498,961,4575711,195235,20396,721,19046,10998,12970,2327.03,2802.68,3854.56,2419.88,203.158,214.877,1.52887,0.891232
23000000,16498,961,4575711,195125,20264,721,18930,10998,12970,2354.12,2834.66,3854.56,2419.88,203.044,215.035,1.52916,0.891395
23100000,16498,961,4575711,195422,20574,721,19222,10998,12970,2337.08,2811.08,3854.56,2419.88,203.353,214.681,1.52848,0.890969
23200000,16498,961,4575711,196597,22053,721,20646,10998,12970,2278.15,2759.12,3854.56,2419.88,204.575,214.264,1.52554,0.88927
23300000,16498,961,4575711,195494,20570,721,19208,10998,12970,2350.94,2834.95,3854.56,2419.88,203.428,214.946,1.52976,0.890958
23400000,16498,961,4575711,196463,21844,721,20272,10998,12970,2352.85,2842.15,3854.56,2419.88,204.436,214.773,1.52775,0.889783
23500000,16498,961,4575711,198064,24288,721,22701,10998,12970,2310.4,2846.62,3854.56,2419.88,206.102,216.397,1.52434,0.887279
23600000,16498,961,4575711,198786,27190,739,24532,10998,12970,2352.51,2848.66,3854.56,2419.88,206.853,217.685,1.52596,0.886699
23700000,16498,961,4575711,199678,29925,738,26641,10998,12970,2344.01,2849.63,3854.56,2419.88,207.781,219.15,1.52402,0.885423
23800000,16498,961,4575711,199786,19975,732,18542,10998,12970,2355.28,2850.8,3854.56,2419.88,207.894,218.843,1.53651,0.892078
23900000,16498,961,4575711,199940,19569,721,18320,10998,12970,2351.98,2851.3,3854.56,2419.88,208.054,219.345,1.5367,0.892237
24000000,16498,961,4575711,200965,21575,721,20275,10998,12970,2344.05,2843.9,3854.69,2420.08,209.121,221.032,1.53844,0.899703
24100000,16498,961,4575711,202221,22825,721,21414,10998,12970,2338.16,2851.41,3854.69,2420.08,210.428,222.096,1.53962,0.900744
24200000,16498,961,4575711,203004,29013,739,25952,10998,12970,2339.5,2856.36,3854.69,2420.08,211.242,223.704,1.53793,0.89966
24300000,16498,961,4575711,203718,27331,738,24484,10998,12970,2343.14,2861.53,3854.69,2420.08,211.985,226.512,1.55033,0.909348
24400000,16498,961,4575711,203338,19657,730,18277,10998,12970,2304.72,2781.06,3855.02,2420.58,211.59,223.323,1.55413,0.913577
24500000,16498,961,4575711,202910,19237,730,17849,10998,12970,2327.3,2818,3855.02,2420.58,211.145,223.603,1.55534,0.914205
24600000,16498,961,4575711,203949,20407,730,18998,10998,12970,2259.75,2753.46,3855.02,2420.58,212.226,223.164,1.5526,0.912719
24700000,16498,961,4575711,202921,19419,730,17980,10998,12970,2341.52,2841.99,3855.02,2420.58,211.156,223.599,1.55531,0.914173
24800000,16498,961,4575711,204569,22533,730,20491,10998,12970,2337.03,2848.32,3855.02,2420.58,212.871,224.555,1.551,0.911842
24900000,16498,961,4575711,204196,22893,730,20716,10998,12970,2342.85,2850.79,3855.02,2420.58,212.483,224.388,1.55208,0.912398
25000000,16498,961,4575711,205706,22086,721,20647,10998,12970,2339.54,2850.73,3855.03,2420.59,214.054,226.116,1.55474,0.92139
25100000,16498,961,4575711,207566,24450,721,22817,10998,12970,2332.76,2851.67,3855.03,2420.59,215.99,226.854,1.55018,0.918735
25200000,16498,961,4575711,207343,25087,721,23236,10998,12970,2337.85,2853.94,3855.03,2420.59,215.758,226.84,1.55083,0.91909
25300000,16498,961,4575711,207978,24197,721,22709,10998,12970,2337.14,2850.55,3855.03,2420.59,216.418,226.567,1.5508,0.918093
25400000,16498,961,4575711,209976,27880,721,25834,10998,12970,2292.74,2849.81,3855.03,2420.59,218.497,228.263,1.54594,0.915275
25500000,16498,961,4575711,210459,31947,739,28698,10998,12970,2329.3,2854.55,3855.03,2420.59,219,229.146,1.54598,0.914762
25600000,16498,961,4575711,209559,20840,730,19302,10998,12970,2325.23,2857.8,3855.03,2420.59,218.063,230.555,1.56069,0.919427
25700000,16498,961,4579701,210056,21907,721,20712,10998,12970,2326.4,2841.08,3856.8,2423.21,218.581,231.699,1.54961,0.907616
25800000,16498,961,4579701,209337,21180,721,19993,10998,12970,2328.51,2844.08,3856.8,2423.21,217.832,232.042,1.55146,0.908597
25900000,16498,961,4579701,211386,23842,721,22552,10998,12970,2234.26,2742.59,3856.8,2423.21,219.965,230.756,1.54644,0.905805
26000000,16498,961,4579701,209591,21460,721,20254,10998,12970,2332.05,2851.93,3856.8,2423.21,218.097,231.807,1.55083,0.908263
26100000,16498,961,4579701,210603,22738,721,21410,10998,12970,2320.55,2843.38,3856.8,2423.21,219.15,231.498,1.54838,0.906868
26200000,16498,961,4579701,211970,27347,721,25165,10998,12970,2294.91,2845.94,3856.8,2423.21,220.572,232.749,1.54509,0.904987
26300000,16498,961,4579701,212921,24843,721,23427,10998,12970,2237.75,2766.31,3856.8,2423.21,221.562,230.547,1.5505,0.914955
26400000,16498,961,4579701,212069,23712,721,22245,10998,12970,2308.62,2829.97,3856.8,2423.21,220.675,230.937,1.5525,0.916111
26500000,16498,961,4579701,212039,24225,721,22726,10998,12970,2322.13,2846.87,3856.8,2423.21,220.644,231.294,1.55269,0.916182
26600000,16498,961,4579701,212567,26612,721,24481,10998,12970,2321.37,2847.51,3856.8,2423.21,221.194,231.436,1.55129,0.915422
26700000,16498,961,4579701,214445,31004,739,27655,10998,12970,2323.21,2855.22,3856.8,2423.21,223.148,234.403,1.54862,0.913009
26800000,16498,961,4579701,214153,20290,730,18780,10998,12970,2331.56,2859.58,3856.8,2423.21,222.844,234.66,1.55988,0.916815
26900000,16498,962,4594191,208598,18580,731,17290,10998,12970,2342.52,2861.2,3863.38,2428.67,216.838,235.458,1.54578,0.890543
27000000,16498,962,4594191,207693,17654,731,16404,10998,12970,2348.08,2870.92,3863.78,2429.26,215.897,235.303,1.5475,0.890835
27100000,16498,962,4594191,207507,17439,731,16183,10998,12970,2350.04,2874.59,3864.03,2429.66,215.704,235.184,1.54846,0.891631
27200000,16498,962,4594191,207467,17255,731,16091,10998,12970,2349.67,2873.89,3864.19,2429.94,215.662,235.102,1.54861,0.891153
27300000,16498,962,4594191,208654,18511,731,17310,10998,12970,2336.73,2850.75,3864.25,2430.04,216.896,234.523,1.54542,0.890027
27400000,16498,962,4594191,208341,18190,731,16990,10998,12970,2342.1,2860.22,3864.25,2430.04,216.571,234.728,1.54646,0.890692
27500000,16498,962,4594191,209172,19049,731,17804,10998,12970,2304.34,2800.96,3864.25,2430.04,217.435,233.833,1.54467,0.889759
27600000,16498,962,4594191,208776,18652,731,17408,10998,12970,2317.11,2823.77,3864.25,2430.04,217.023,234.051,1.5457,0.890287
27700000,16498,962,4594191,209738,19647,731,18380,10998,12970,2280.5,2766.98,3864.25,2430.04,218.023,233.401,1.54328,0.889063
27800000,16498,962,4594191,209226,19142,731,17868,10998,12970,2311.37,2815.33,3864.25,2430.04,217.491,233.72,1.54464,0.889757
27900000,16498,962,4594191,209149,19056,731,17791,10998,12970,2306.18,2809.2,3864.25,2430.04,217.411,233.754,1.5448,0.889846
28000000,16498,962,4594191,209075,18860,731,17612,10998,12970,2334.51,2851.71,3864.25,2430.04,217.334,233.836,1.54601,0.889994
28100000,16498,962,4594191,209551,20528,731,18983,10998,12970,2327.22,2846.97,3864.25,2430.04,217.828,233.922,1.54488,0.889357
28200000,16498,962,4594191,211189,23087,731,21458,10998,12970,2294.49,2852.94,3864.25,2430.04,219.531,236.149,1.54102,0.887264
28300000,16498,962,4594191,211370,23050,722,21374,10998,12970,2321.94,2851.55,3864.25,2430.04,219.719,236.008,1.54019,0.887351
28400000,16498,962,4594191,211220,22897,722,21224,10998,12970,2320.11,2848.2,3864.25,2430.04,219.563,236.091,1.54055,0.88755
28500000,16498,962,4594191,213394,25610,722,23834,10998,12970,2234.23,2747.2,3864.25,2430.04,221.823,234.585,1.53541,0.884702
28600000,16498,962,4594191,212012,23736,722,22026,10998,12970,2313.28,2839.33,3864.25,2430.04,220.387,235.406,1.53867,0.886504
28700000,16498,962,4594191,212996,24853,722,23075,10998,12970,2296.37,2828.36,3864.25,2430.04,221.41,235.24,1.53636,0.885206
28800000,16498,962,4594191,213504,26697,722,24500,10998,12970,2301.52,2838.09,3864.25,2430.04,221.938,235.774,1.53519,0.884534
28900000,16498,962,4594191,215530,27639,722,25679,10998,12970,2196.88,2744.54,3864.25,2430.04,224.044,234.269,1.53479,0.882446
29000000,16498,962,4594191,214201,25647,722,23750,10998,12970,2300.36,2828.42,3864.25,2430.04,222.662,234.701,1.53781,0.884146
29100000,16498,962,4594191,214521,26767,722,24695,10998,12970,2307.24,2837.74,3864.25,2430.04,222.995,234.837,1.53714,0.883756
29200000,16498,962,4594191,215597,28996,722,26608,10998,12970,2297.1,2836.07,3864.25,2430.04,224.113,235.724,1.53463,0.882349
29300000,16498,962,4594191,217622,37012,740,32958,10998,12970,2292.42,2845.01,3864.25,2430.04,226.218,239.021,1.53155,0.879933
29400000,16498,962,4594191,215681,23480,731,21760,10998,12970,2315.27,2851.33,3864.25,2430.04,224.201,238.158,1.55116,0.888511
29500000,16498,962,4594191,214904,24120,731,22643,10998,12970,2287.81,2837.08,3864.25,2430.04,223.393,237.988,1.53835,0.883605
29600000,16498,962,4594191,214277,24119,731,22452,10998,12970,2314.88,2854.82,3864.25,2430.04,222.741,238.12,1.5405,0.884432
29700000,16498,962,4594191,216079,28955,731,26905,10998,12970,2260.06,2849.55,3864.25,2430.04,224.614,239.815,1.5364,0.882195
29800000,16498,962,4594191,215926,29651,731,27362,10998,12970,2294.65,2857.41,3864.25,2430.04,224.455,240.217,1.53762,0.882509
29900000,16498,962,4594191,216792,28725,722,26446,10998,12970,2301.59,2860.12,3864.25,2430.04,225.356,241.821,1.53559,0.88179
30000000,16498,962,4594191,217363,30925,735,27981,10998,12970,2306.36,2858.91,3864.25,2430.04,225.949,241.871,1.53803,0.882398
30100000,16498,962,4594191,218813,33809,735,30536,10998,12970,2279.24,2861.93,3864.25,2430.04,227.456,243.626,1.53474,0.880614
30200000,16498,962,4594191,217150,19709,731,18439,10998,12970,2317.09,2864.58,3864.25,2430.04,225.728,242.486,1.54005,0.882817
30300000,16498,962,4594191,218694,21333,731,19982,10998,12970,2289.84,2826.31,3864.25,2430.04,227.333,241.288,1.5367,0.880956
30400000,16498,962,4594191,219648,22304,731,20932,10998,12970,2287.34,2818.08,3864.25,2430.04,228.324,240.61,1.53457,0.879788
30500000,16498,962,4594191,220343,23056,731,21627,10998,12970,2282.57,2816.89,3864.25,2430.04,229.047,240.124,1.53314,0.878927
30600000,16498,962,4594191,219091,21756,731,20375,10998,12970,2304.86,2845.85,3864.25,2430.04,227.745,240.938,1.53597,0.880496
30700000,16498,962,4594191,220295,22621,731,21260,10998,12970,2280.62,2834.73,3864.25,2430.04,228.997,241.217,1.53397,0.879017
30800000,16498,962,4594191,219904,22050,731,20694,10998,12970,2291.94,2843.64,3864.25,2430.04,228.59,241.261,1.53502,0.879521
30900000,16498,962,4594191,220203,22819,731,21442,10998,12970,2297.91,2850.85,3864.25,2430.04,228.901,241.993,1.53454,0.879269
31000000,16498,962,4594191,220694,24892,722,23562,10998,12970,2297.9,2855.2,3864.25,2430.04,229.412,243.295,1.53384,0.879117
31100000,16498,962,4594191,222065,26522,722,25129,10998,12970,2282.71,2846.92,3864.25,2430.04,230.837,243.65,1.53111,0.877484
31200000,16498,962,4594191,222974,29768,722,28262,10998,12970,2278.78,2853.81,3864.25,2430.04,231.782,245.234,1.52904,0.876334
31300000,16498,962,4594191,225016,31413,740,28582,10998,12970,2238.37,2783.29,3864.25,2430.04,233.904,243.204,1.52746,0.874254
31400000,16498,962,4594191,224276,30248,740,27481,10998,12970,2262.8,2812.91,3864.25,2430.04,233.135,243.749,1.52903,0.875109
31500000,16498,962,4594191,224978,31632,740,28813,10998,12970,2272.1,2815.23,3864.25,2430.04,233.865,243.216,1.52707,0.873935
31600000,16498,962,4594191,226225,33502,740,30614,10998,12970,2184.54,2743.85,3864.25,2430.04,235.161,242.649,1.52444,0.872414
31700000,16498,962,4594191,224905,31678,740,28851,10998,12970,2277.4,2827.86,3864.25,2430.04,233.789,243.264,1.52729,0.874013
31800000,16498,962,4594191,226518,32615,740,29765,10998,12970,2240.81,2817.79,3864.25,2430.04,235.466,243.543,1.52696,0.87235
31900000,16498,962,4594191,226141,32787,740,29880,10998,12970,2275.03,2840.09,3864.25,2430.04,235.074,244.222,1.52801,0.872897
32000000,16498,962,4594191,225997,32691,740,29778,10998,12970,2273.66,2845.11,3864.25,2430.04,234.924,244.544,1.52849,0.873286
32100000,16498,962,4594191,227116,30146,731,28007,10998,12970,2280.01,2843.43,3864.25,2430.04,236.087,245.613,1.52768,0.872312
32200000,16498,962,4594191,228433,32716,731,30370,10998,12970,2269.68,2842.83,3864.25,2430.04,237.456,247.036,1.52481,0.870751
32300000,16498,962,4594191,228193,32037,722,29852,10998,12970,2283.59,2849.71,3864.25,2430.04,237.207,247.649,1.52774,0.871352
32400000,16498,962,4594191,227180,25708,722,24137,10998,12970,2274.97,2830.46,3864.25,2430.04,236.154,248.795,1.53263,0.874891
32500000,16498,962,4594191,228322,27013,722,25360,10998,12970,2239.42,2791.07,3864.25,2430.04,237.341,248.003,1.53021,0.87353
32600000,16498,962,4594191,227413,26032,722,24412,10998,12970,2281.72,2843.19,3864.25,2430.04,236.396,248.593,1.53224,0.874618
32700000,16498,962,4594191,228498,28419,722,26500,10998,12970,2268.96,2839.51,3864.25,2430.04,237.524,248.663,1.52983,0.873311
32800000,16498,962,4594191,228897,29481,722,27535,10998,12970,2268.25,2843.66,3864.25,2430.04,237.939,249.404,1.52896,0.872843
32900000,16498,962,4594191,229534,35967,735,32080,10998,12970,2275.75,2847.92,3864.25,2430.04,238.601,250.816,1.52781,0.872095
