expansions,primary_total,primary_nonempty,secondary_total,secondary_nonempty,logical_nodes,logical_primary_nonempty,logical_secondary_nonempty,f_min,f_max,h_min_mean,h_min_stddev,h_max_mean,h_max_stddev,sec_per_pri_mean,sec_per_pri_stddev,nodes_per_sec_mean,nodes_per_sec_stddev
92400000,16498,962,4693118,302598,27865,718,25416,10998,12970,2158.69,2957.49,3937.75,2544.96,314.551,361.736,1.60245,0.94903
92500000,16498,962,4693118,305357,31127,718,28575,10998,12970,2066.04,2868.98,3937.75,2544.96,317.419,360.217,1.59718,0.946451
92600000,16498,962,4693118,305093,31227,718,28666,10998,12970,2057.78,2865.08,3937.75,2544.96,317.144,360.621,1.59773,0.946701
92700000,16498,962,4693118,304518,31152,718,28528,10998,12970,2106.62,2910.65,3937.75,2544.96,316.547,361.8,1.59881,0.947246
92800000,16498,962,4693118,305166,35038,718,32185,10998,12970,2084.82,2893.84,3937.75,2544.96,317.22,362.474,1.59768,0.946626
92900000,16498,962,4693118,304885,38064,731,33917,10998,12970,2118.02,2938.84,3937.75,2544.96,316.928,363.912,1.59818,0.946891
93000000,16498,962,4693118,305008,32837,718,29507,10998,12970,2171,3006.9,3937.75,2544.96,317.056,365.286,1.59871,0.946855
93100000,16498,962,4693118,304943,28943,718,26968,10998,12970,2191.59,3027.83,3937.75,2544.96,316.989,365.475,1.60355,0.946956
93200000,16498,962,4693118,304908,23788,718,22279,10998,12970,2200.24,3041.84,3937.75,2544.96,316.952,365.038,1.61021,0.952427
93300000,16498,962,4693118,305513,23745,718,22379,10998,12970,2200.52,3042.49,3937.75,2544.96,317.581,364.593,1.6108,0.953121
93400000,16498,962,4693118,303466,22646,718,21174,10998,12970,2205.76,3051.84,3937.75,2544.96,315.453,366.001,1.61833,0.967163
93500000,16498,962,4693118,305942,25868,718,24374,10998,12970,2115.13,2889.74,3938.18,2545.79,318.027,364.06,1.61004,0.961583
93600000,16498,962,4693118,305239,25153,718,23671,10998,12970,2100.74,2864.77,3938.18,2545.79,317.296,364.516,1.61141,0.962255
93700000,16498,962,4693118,305331,25248,718,23763,10998,12970,2121.26,2903.98,3938.18,2545.79,317.392,364.367,1.61123,0.962167
93800000,16498,962,4693118,306735,27003,718,25429,10998,12970,2032.21,2804.72,3938.18,2545.79,318.851,363.385,1.60867,0.960857
93900000,16498,962,4693118,305014,24938,718,23462,10998,12970,2130.46,2926.63,3938.18,2545.79,317.062,364.598,1.61183,0.962472
94000000,16498,962,4693118,306381,26809,718,25284,10998,12970,2083.18,2884.18,3938.18,2545.79,318.483,363.981,1.60916,0.961178
94100000,16498,962,4693118,307624,29730,718,28073,10998,12970,1972.21,2852.15,3938.18,2545.79,319.775,365.251,1.60693,0.960004
94200000,16498,962,4693118,306011,28055,718,26410,10998,12970,2093.34,2919.22,3938.18,2545.79,318.099,365.64,1.60995,0.961534
94300000,16498,962,4693118,306406,29516,718,27827,10998,12970,2070.5,2890.84,3938.18,2545.79,318.509,365.95,1.60928,0.961149
94400000,16498,962,4693118,305566,29044,718,27115,10998,12970,2140.74,2972.65,3938.18,2545.79,317.636,367.562,1.61089,0.961962
94500000,16498,962,4693118,306180,25133,729,23192,10998,12970,2187.93,3026.53,3938.18,2545.79,318.274,367.964,1.61246,0.961942
94600000,16498,962,4693118,309576,26712,729,24848,10998,12970,2130.74,2918.53,3938.18,2545.79,321.805,364.927,1.61368,0.965482
94700000,16498,962,4693118,309374,26520,729,24646,10998,12970,2106.87,2877.7,3938.18,2545.79,321.595,364.881,1.61411,0.96566
94800000,16498,962,4693118,308181,25281,729,23453,10998,12970,2155.43,2958.2,3938.18,2545.79,320.354,365.628,1.61634,0.96677
94900000,16498,962,4693118,308807,25974,729,24079,10998,12970,2119.76,2902.87,3938.18,2545.79,321.005,365.103,1.61531,0.966199
95000000,16498,962,4693118,308347,25494,729,23620,10998,12970,2123.61,2908.11,3938.18,2545.79,320.527,365.415,1.61616,0.966619
95100000,16498,962,4693118,308534,25691,729,23839,10998,12970,2118.04,2910.58,3938.18,2545.79,320.721,365.29,1.6157,0.966445
95200000,16498,962,4693118,310450,28350,729,26420,10998,12970,2041.31,2852.37,3938.18,2545.79,322.713,364.621,1.61204,0.964654
95300000,16498,962,4693118,310167,28103,729,26152,10998,12970,2019.99,2843.13,3938.18,2545.79,322.419,364.935,1.61264,0.964932
95400000,16498,962,4693118,309544,29391,729,27385,10998,12970,2081.47,2887.47,3938.18,2545.79,321.771,366.127,1.61382,0.965493
95500000,16498,962,4693118,309933,30997,729,28851,10998,12970,2075.96,2892.73,3938.18,2545.79,322.176,367.084,1.61316,0.965156
95600000,16498,962,4693118,308752,28151,718,26333,10998,12970,2175.79,3025.32,3938.18,2545.79,320.948,369.647,1.61573,0.966307
95700000,16498,962,4693118,310442,31496,718,28237,10998,12970,2188.17,3038.09,3938.18,2545.79,322.705,368.8,1.61271,0.964739
95800000,16498,962,4693118,309173,25471,718,23736,10998,12970,2179.96,3012.25,3938.53,2546.47,321.386,369.996,1.62428,0.97965
95900000,16498,962,4693118,312053,28767,718,26912,10998,12970,1987.23,2724.15,3938.53,2546.47,324.379,367.907,1.61884,0.976922
96000000,16498,962,4693118,309346,25660,718,23909,10998,12970,2164.98,2983.25,3938.53,2546.47,321.565,369.854,1.62398,0.979487
96100000,16498,962,4693118,309624,25941,718,24187,10998,12970,2146.08,2950.61,3938.53,2546.47,321.854,369.552,1.62343,0.979215
96200000,16498,962,4693118,310886,27314,718,25465,10998,12970,2085.8,2863.57,3938.53,2546.47,323.166,368.619,1.62121,0.978044
96300000,16498,962,4693118,310318,26704,718,24928,10998,12970,2119.09,2917.65,3938.53,2546.47,322.576,369.086,1.62211,0.978564
96400000,16498,962,4693118,312042,29181,718,27339,10998,12970,2049.65,2858.26,3938.53,2546.47,324.368,368.512,1.61878,0.97694
96500000,16498,962,4693118,312062,29730,718,27835,10998,12970,1995.28,2833.91,3938.53,2546.47,324.389,368.854,1.61882,0.97693
96600000,16498,962,4693118,311514,29616,718,27722,10998,12970,2046.71,2872.52,3938.53,2546.47,323.819,369.848,1.61984,0.977432
96700000,16498,962,4693118,311969,33502,718,31505,10998,12970,2061.01,2889.4,3938.53,2546.47,324.292,371.608,1.61901,0.976994
96800000,16498,962,4693118,310403,29240,718,27021,10998,12970,2160.18,3010.49,3938.53,2546.47,322.664,372.662,1.6221,0.978504
96900000,16498,962,4693118,311469,29960,729,27013,10998,12970,2170.34,3014.13,3938.53,2546.47,323.772,372.658,1.62103,0.977493
97000000,16498,962,4693118,313790,27824,729,25836,10998,12970,2171.24,3001.76,3938.53,2546.47,326.185,370.704,1.61991,0.975567
97100000,16498,962,4693118,316218,30373,729,28302,10998,12970,2066.35,2828.25,3938.53,2546.47,328.709,368.973,1.61541,0.973308
97200000,16498,962,4693118,314454,28528,729,26500,10998,12970,2111.25,2893.97,3938.53,2546.47,326.875,370.129,1.61873,0.97495
97300000,16498,962,4693118,314787,28860,729,26833,10998,12970,2102.87,2886.06,3938.53,2546.47,327.221,369.794,1.61807,0.974632
97400000,16498,962,4693118,316094,30306,729,28210,10998,12970,2022.76,2791.05,3938.53,2546.47,328.58,368.896,1.61572,0.973435
97500000,16498,962,4693118,314356,28431,729,26411,10998,12970,2118.59,2915.34,3938.53,2546.47,326.773,370.103,1.61889,0.97504
97600000,16498,962,4693118,316527,31461,729,29363,10998,12970,2048.77,2849.6,3938.53,2546.47,329.03,369.325,1.61478,0.973027
97700000,16498,962,4693118,316878,32488,729,30314,10998,12970,1968.58,2819.53,3938.53,2546.47,329.395,370.018,1.61426,0.972697
97800000,16498,962,4693118,315776,31774,729,29625,10998,12970,2067.64,2888.92,3938.53,2546.47,328.249,370.998,1.61623,0.973719
97900000,16498,962,4693118,316460,34952,729,32623,10998,12970,2035.82,2861.56,3938.53,2546.47,328.96,371.795,1.6151,0.973092
98000000,16498,962,4693118,315405,40113,741,36440,10998,12970,2123.07,2962.87,3938.53,2546.47,327.864,373.724,1.61704,0.974064
98100000,16498,962,4693118,316745,35996,718,33190,10998,12970,2167.86,3017.34,3938.53,2546.47,329.257,374.686,1.61465,0.972999
98200000,16498,962,4693118,317529,36817,718,33974,10998,12970,2133.11,2949.35,3938.53,2546.47,330.072,373.73,1.61325,0.972278
98300000,16498,962,4693118,318204,37515,718,34649,10998,12970,2091.83,2874.14,3938.53,2546.47,330.773,372.737,1.61202,0.971644
98400000,16498,962,4693118,316497,35771,718,32930,10998,12970,2155.36,2991.82,3938.53,2546.47,328.999,373.474,1.6155,0.973527
98500000,16498,962,4693118,319154,38595,718,35665,10998,12970,2045.84,2811.67,3938.53,2546.47,331.761,371.604,1.61066,0.971066
98600000,16498,962,4693118,317179,36484,718,33612,10998,12970,2098.93,2889.77,3938.53,2546.47,329.708,372.911,1.61428,0.97289
98700000,16498,962,4693118,317477,36793,718,33910,10998,12970,2088.34,2878.05,3938.53,2546.47,330.018,372.601,1.61374,0.972614
98800000,16498,962,4693118,318782,38237,718,35285,10998,12970,2012.11,2785.58,3938.53,2546.47,331.374,371.684,1.61143,0.971421
98900000,16498,962,4693118,316992,36289,718,33425,10998,12970,2106.71,2912.31,3938.53,2546.47,329.514,372.928,1.61461,0.973065
99000000,16498,962,4693118,319406,39758,718,36804,10998,12970,2027.41,2838.86,3938.53,2546.47,332.023,372.049,1.61012,0.970837
99100000,16498,962,4693118,319613,40409,718,37389,10998,12970,1957.25,2813.97,3938.53,2546.47,332.238,372.755,1.60988,0.970643
99200000,16498,962,4693118,318439,39689,718,36708,10998,12970,2058.2,2885.33,3938.53,2546.47,331.018,373.712,1.61194,0.971728
99300000,16498,962,4693118,319125,42150,718,39003,10998,12970,2026.31,2855.77,3938.53,2546.47,331.731,374.36,1.61084,0.971079
99400000,16498,962,4693118,318419,41170,718,37824,10998,12970,2096.93,2930.56,3938.53,2546.47,330.997,375.236,1.61211,0.97175
99500000,16498,962,4693118,319017,41013,718,37320,10998,12970,2144.2,2988.8,3938.53,2546.47,331.619,375.481,1.61142,0.971183
99600000,16498,962,4693118,319938,41959,718,38241,10998,12970,2119.14,2940.23,3938.53,2546.47,332.576,374.855,1.60974,0.970332
99700000,16498,962,4693118,321638,43723,718,39941,10998,12970,2024.81,2789.2,3938.53,2546.47,334.343,373.686,1.60672,0.968764
99800000,16498,962,4693118,318529,40524,718,36832,10998,12970,2145.42,2991.18,3938.53,2546.47,331.111,375.74,1.61236,0.971632
99900000,16498,962,4693118,319625,41657,718,37928,10998,12970,2106.87,2918.55,3938.53,2546.47,332.251,374.907,1.61037,0.970609
100000000,16498,962,4693118,320926,43037,718,39236,10998,12970,2036.08,2815.22,3938.53,2546.47,333.603,373.975,1.60812,0.969439
100100000,16498,962,4693118,321457,43709,718,39918,10998,12970,2046.83,2846.3,3938.53,2546.47,334.155,373.753,1.607,0.96893
100200000,16498,962,4693118,322779,46670,720,42756,10998,12970,1967,2798.98,3938.53,2546.47,335.529,373.966,1.60464,0.967714
100300000,16498,962,4693118,322468,45975,718,42069,10998,12970,1963.07,2801.18,3938.53,2546.47,335.206,374.695,1.60523,0.96801
100400000,16498,962,4693118,321210,46271,718,42380,10998,12970,2040.77,2853.64,3938.53,2546.47,333.898,375.265,1.60747,0.969159
100500000,16498,962,4693118,322099,54757,732,49056,10998,12970,2028.94,2850.48,3938.53,2546.47,334.822,376.683,1.60597,0.968351
100600000,16498,962,4693118,321712,47008,718,42437,10998,12970,2096.54,2936.35,3938.53,2546.47,334.42,378.292,1.60727,0.968758
100700000,16498,962,4693118,324092,49366,718,44339,10998,12970,2112.1,2943.16,3938.53,2546.47,336.894,378.286,1.60445,0.966778
100800000,16498,962,4693118,324481,49766,718,44728,10998,12970,2095.31,2913.36,3938.53,2546.47,337.298,377.521,1.60375,0.966418
100900000,16498,962,4693118,324397,49685,718,44644,10998,12970,2084.74,2893.48,3938.53,2546.47,337.211,377.464,1.60392,0.966493
101000000,16498,962,4693118,325610,50959,718,45857,10998,12970,1986.58,2740,3938.53,2546.47,338.472,376.481,1.60186,0.965382
101100000,16498,962,4693118,323159,48435,718,43406,10998,12970,2114.63,2947.01,3938.53,2546.47,335.924,378.083,1.6062,0.967612
101200000,16498,962,4693118,325727,51137,718,46018,10998,12970,2023.19,2806.01,3938.53,2546.47,338.594,376.349,1.60169,0.965293
101300000,16498,962,4693118,323358,48641,718,43605,10998,12970,2085.05,2896.49,3938.53,2546.47,336.131,377.894,1.60585,0.967429
101400000,16498,962,4693118,325869,51429,718,46321,10998,12970,2028.18,2834.85,3938.53,2546.47,338.741,376.489,1.60131,0.965152
101500000,16498,962,4693118,325769,51756,718,46626,10998,12970,1993.91,2810.77,3938.53,2546.47,338.637,376.667,1.60151,0.965238
101600000,16498,962,4693118,325065,51056,718,45931,10998,12970,2024.66,2843.76,3938.53,2546.47,337.905,377.329,1.60278,0.965888
101700000,16498,962,4693118,325623,53906,718,48636,10998,12970,2025.54,2842.82,3938.53,2546.47,338.485,378.309,1.60186,0.965362
101800000,16498,962,4693118,325317,53967,718,48436,10998,12970,2049.35,2879.86,3938.53,2546.47,338.167,379.447,1.60244,0.965656
101900000,16498,962,4693118,325325,51539,718,45914,10998,12970,2105.17,2949.55,3938.53,2546.47,338.176,380.311,1.60274,0.965669
102000000,16498,962,4693118,323141,38778,729,34764,10998,12970,2135.17,2987.35,3938.53,2546.47,335.905,379.411,1.61164,0.968266
102100000,16498,962,4693118,322204,38308,729,33572,10998,12970,2145.35,3001.81,3938.53,2546.47,334.931,379.344,1.61312,0.969031
102100000,16498,962,4693118,322203,38308,729,33572,10998,12970,2145.35,3001.81,3938.53,2546.47,334.93,379.343,1.61312,0.969032
102200000,16498,962,4693118,322888,25419,729,23676,10998,12970,2137.21,2986.96,3938.53,2546.47,335.642,377.133,1.61436,0.969188
102300000,16498,962,4693118,325715,29347,729,27396,10998,12970,2104.81,2944.91,3938.53,2546.47,338.581,375.418,1.60941,0.966646
102400000,16498,962,4693118,327070,31397,729,29389,10998,12970,2040.54,2894.19,3938.53,2546.47,339.99,375.071,1.60697,0.965433
102500000,16498,962,4693118,326912,31776,729,29752,10998,12970,1995.95,2874.34,3938.53,2546.47,339.825,375.344,1.60728,0.965569
102600000,16498,962,4693118,326129,31769,729,29734,10998,12970,2061.4,2922.99,3938.53,2546.47,339.011,376.246,1.60869,0.966277
102700000,16498,962,4693118,326658,34642,729,32385,10998,12970,2057.13,2925.91,3938.53,2546.47,339.561,377.471,1.60782,0.965804
102800000,16498,962,4693118,326574,33611,718,31424,10998,12970,2112.08,2976.62,3938.53,2546.47,339.474,379.196,1.60824,0.965951
102900000,16498,962,4693118,325980,29228,718,27374,10998,12970,2143.54,3000.96,3938.53,2546.47,338.857,380.249,1.61586,0.970216
103000000,16498,962,4693118,328281,32024,718,29947,10998,12970,2101.43,2946.18,3938.53,2546.47,341.248,378.776,1.61176,0.968172
103100000,16498,962,4693118,329620,34027,718,31886,10998,12970,2048.86,2899.39,3938.53,2546.47,342.64,378.313,1.60939,0.966982
103200000,16498,962,4693118,329893,34647,718,32476,10998,12970,1977.96,2866.68,3938.53,2546.47,342.924,378.725,1.60896,0.966741
103300000,16498,962,4693118,329445,34874,718,32677,10998,12970,2039.95,2911,3938.53,2546.47,342.458,379.523,1.60973,0.967135
103400000,16498,962,4693118,329506,36606,718,34315,10998,12970,2038.28,2912.08,3938.53,2546.47,342.522,380.477,1.60973,0.967097
103500000,16498,962,4693118,329071,36396,718,33607,10998,12970,2101.15,2966.03,3938.53,2546.47,342.07,381.496,1.61048,0.967463
103600000,16498,962,4693118,328397,24849,728,23077,10998,12970,2150.23,3018.65,3938.53,2546.47,341.369,381.958,1.62242,0.97281
103700000,16498,962,4693118,320222,20642,728,19181,10998,12970,2172.98,3048.75,3938.86,2547.16,332.871,383.859,1.6244,0.978586
103800000,16498,962,4697872,323008,25509,728,23766,10998,12970,2039.69,2892.09,3940.24,2549.78,335.767,381.717,1.61114,0.960719
103900000,16498,962,4697872,322501,24638,728,22937,10998,12970,2089.18,2936.33,3940.24,2549.78,335.24,381.996,1.61202,0.961168
104000000,16498,962,4697872,323187,26021,728,24247,10998,12970,2003.96,2879.32,3940.24,2549.78,335.953,382.139,1.61084,0.960556
104100000,16498,962,4697872,322661,25569,728,23782,10998,12970,2005.04,2887,3940.24,2549.78,335.406,382.56,1.61183,0.961029
104200000,16498,962,4697872,322082,28200,728,26299,10998,12970,2070.92,2933.71,3940.24,2549.78,334.805,383.779,1.61291,0.961532
104300000,16498,962,4697872,322314,27264,728,25401,10998,12970,2076.63,2958.63,3940.24,2549.78,335.046,384.795,1.61252,0.961326
104400000,16498,962,4697872,322321,33370,718,31180,10998,12970,2119.24,2996.02,3940.24,2549.78,335.053,386.265,1.61271,0.96139
104500000,16498,962,4697872,325120,36646,718,34174,10998,12970,2083.3,2943.14,3940.24,2549.78,337.963,384.506,1.60768,0.958874
104600000,16498,962,4697872,324316,35798,718,33332,10998,12970,2084.46,2942.92,3940.24,2549.78,337.127,384.88,1.60918,0.959581
104700000,16498,962,4697872,326529,38971,718,36418,10998,12970,1948.81,2858.72,3940.24,2549.78,339.427,384.511,1.60518,0.957622
104800000,16498,962,4697872,325626,37711,718,35196,10998,12970,1996.28,2883.89,3940.24,2549.78,338.489,384.621,1.60682,0.958421
104900000,16498,962,4697872,324892,39642,718,37045,10998,12970,2061.41,2933.82,3940.24,2549.78,337.726,386.091,1.60817,0.959078
105000000,16498,962,4697872,325632,42523,718,39693,10998,12970,2036.96,2923.34,3940.24,2549.78,338.495,386.947,1.60693,0.958429
105100000,16498,962,4697872,325305,41883,718,38596,10998,12970,2101.47,2978.7,3940.24,2549.78,338.155,387.826,1.60769,0.958723
105200000,16498,962,4697872,323820,26194,728,24201,10998,12970,2152.65,3035.65,3940.24,2549.78,336.611,387.556,1.61281,0.959925
105300000,16498,962,4697872,322951,20848,728,19457,10998,12970,2167.92,3050.3,3940.52,2550.33,335.708,387.98,1.62132,0.972117
105400000,16498,962,4697872,323420,22331,728,20892,10998,12970,2164.18,3040.45,3941.82,2552.72,336.195,390.428,1.61597,0.967037
105500000,16498,962,4697872,322633,21548,728,20105,10998,12970,2166.59,3044.75,3941.82,2552.72,335.377,389.204,1.61748,0.967741
105600000,16498,962,4697872,322332,21243,728,19804,10998,12970,2167.71,3047.05,3941.82,2552.72,335.064,388.944,1.61805,0.968014
105700000,16498,962,4697872,322158,21065,728,19630,10998,12970,2168.9,3049.5,3941.82,2552.72,334.884,388.846,1.61837,0.96816
105800000,16498,962,4697872,321761,20659,728,19233,10998,12970,2171.6,3055.57,3941.82,2552.72,334.471,388.809,1.6191,0.968514
105900000,16498,962,4697872,324612,23559,728,22084,10998,12970,2154.99,3023.09,3941.82,2552.72,337.435,389.114,1.61382,0.965978
106000000,16498,962,4697872,323504,22447,728,20976,10998,12970,2158.91,3028.98,3941.82,2552.72,336.283,388.295,1.61591,0.966966
106100000,16498,962,4697872,323992,22968,728,21464,10998,12970,2140.86,2993.02,3941.82,2552.72,336.79,387.517,1.61508,0.966531
106200000,16498,962,4697872,324157,23140,728,21629,10998,12970,2143.63,2998.08,3941.82,2552.72,336.962,387.164,1.61479,0.966378
106300000,16498,962,4697872,325527,24563,728,22999,10998,12970,2067.36,2863.31,3941.82,2552.72,338.386,386.07,1.61236,0.965148
106400000,16498,962,4697872,325303,24386,728,22806,10998,12970,2006.82,2767.4,3941.82,2552.72,338.153,386.163,1.61283,0.965357
106500000,16498,962,4697872,324651,23671,728,22123,10998,12970,2094.21,2908.21,3941.82,2552.72,337.475,386.576,1.61397,0.965933
106600000,16498,962,4697872,323128,22097,728,20600,10998,12970,2129.94,2970.6,3941.82,2552.72,335.892,387.696,1.6167,0.967291
106700000,16498,962,4697872,323698,22714,728,21185,10998,12970,2139.23,2999.56,3941.82,2552.72,336.484,387.203,1.61564,0.966769
106800000,16498,962,4697872,325338,24610,728,22953,10998,12970,2097.96,2948.2,3941.82,2552.72,338.189,386.183,1.61271,0.965319
106900000,16498,962,4697872,326209,25605,728,23928,10998,12970,2050.12,2902.61,3941.82,2552.72,339.095,385.715,1.61113,0.964542
107000000,16498,962,4697872,326540,26702,728,24966,10998,12970,1994.48,2868.9,3941.82,2552.72,339.439,386.06,1.61061,0.964247
107100000,16498,962,4697872,326141,27570,730,25737,10998,12970,2062.71,2938.53,3941.82,2552.72,339.024,387.892,1.61131,0.964612
107200000,16498,962,4697872,326395,29696,728,27808,10998,12970,2033.77,2905.7,3941.82,2552.72,339.288,387.717,1.6109,0.96437
107300000,16498,962,4697872,325631,30990,728,28943,10998,12970,2088.08,2976.14,3941.82,2552.72,338.494,389.076,1.61233,0.965059
107400000,16498,962,4697872,325269,33459,718,31430,10998,12970,2126.45,3012.72,3941.82,2552.72,338.117,390.611,1.61324,0.965455
107500000,16498,962,4697872,326310,28813,718,27121,10998,12970,2156.57,3046.73,3941.82,2552.72,339.2,390.656,1.6113,0.96452
107600000,16498,962,4697872,327331,28966,718,27237,10998,12970,2158.6,3047.78,3941.82,2552.72,340.261,389.795,1.61161,0.965342
107700000,16498,962,4697872,330056,31682,718,29861,10998,12970,2091.53,2941.17,3941.82,2552.72,343.094,387.905,1.60816,0.966509
107800000,16498,962,4697872,330521,32340,718,30452,10998,12970,2101,2958.36,3941.82,2552.72,343.577,387.764,1.60729,0.966084
107900000,16498,962,4697872,330151,31953,718,30064,10998,12970,2078.25,2930.48,3941.82,2552.72,343.192,387.856,1.60799,0.966406
108000000,16498,962,4697872,332181,35071,718,33081,10998,12970,1937.73,2843.25,3941.82,2552.72,345.302,387.59,1.60442,0.964607
108100000,16498,962,4697872,331386,34165,718,32186,10998,12970,1968,2859.22,3941.82,2552.72,344.476,387.82,1.60585,0.965317
108200000,16498,962,4697872,330670,35810,718,33786,10998,12970,2044.81,2915.66,3941.82,2552.72,343.732,389.069,1.60709,0.96595
108300000,16498,962,4697872,331370,38025,718,35789,10998,12970,2016.65,2905.68,3941.82,2552.72,344.459,390,1.60597,0.96534
108400000,16498,962,4697872,330787,41146,718,38378,10998,12970,2084.76,2964.72,3941.82,2552.72,343.853,390.733,1.60696,0.96586
108500000,16498,962,4697872,331038,33519,728,30634,10998,12970,2141.3,3029.01,3941.82,2552.72,344.114,391.615,1.60758,0.965659
108600000,16498,962,4697872,332004,26774,727,25092,10998,12970,2122.17,2989.22,3941.82,2552.72,345.119,389.76,1.61526,0.96616
108700000,16498,962,4697872,334135,29362,727,27590,10998,12970,2034.42,2892.3,3941.82,2552.72,347.334,388.593,1.61148,0.964328
108800000,16498,962,4697872,334369,29552,727,27785,10998,12970,2053.44,2911.47,3941.82,2552.72,347.577,388.492,1.61106,0.964115
108900000,16498,962,4697872,334215,29798,727,28004,10998,12970,2005.8,2876.18,3941.82,2552.72,347.417,388.638,1.61136,0.964243
109000000,16498,962,4697872,333641,29271,727,27474,10998,12970,2029.64,2908.88,3941.82,2552.72,346.82,389.316,1.61239,0.964753
109100000,16498,962,4697872,333922,32558,727,30613,10998,12970,2040.26,2914.03,3941.82,2552.72,347.112,390.385,1.61195,0.964499
109200000,16498,962,4697872,333969,31739,727,29771,10998,12970,2055.06,2952.47,3941.82,2552.72,347.161,391.586,1.61187,0.964464
109300000,16498,962,4697872,333850,39892,718,37327,10998,12970,2099.49,2991.35,3941.82,2552.72,347.037,392.925,1.61234,0.964642
109400000,16498,962,4697872,333610,28758,718,26624,10998,12970,2150.24,3048.42,3941.82,2552.72,346.788,393.745,1.6174,0.966804
109500000,16498,963,4707609,331997,27613,719,25816,10998,12970,2152.71,3039.21,3946.39,2555.75,344.753,399.329,1.62008,0.974888
109600000,16498,963,4707609,332182,27800,719,26008,10998,12970,2152.53,3038.28,3946.94,2556.55,344.945,397.654,1.61974,0.974729
109700000,16498,963,4707609,331428,27036,719,25246,10998,12970,2154.95,3042.67,3947.18,2556.93,344.162,397.063,1.62098,0.975195
109800000,16498,963,4707609,331029,26648,719,24848,10998,12970,2154.82,3042.04,3947.34,2557.2,343.748,396.955,1.62195,0.975919
109900000,16498,963,4707609,330847,26456,719,24675,10998,12970,2158.91,3050.81,3947.53,2557.53,343.559,396.692,1.62207,0.975716
110000000,16498,963,4707609,330412,26016,719,24246,10998,12970,2160.14,3053.16,3947.79,2558,343.107,396.389,1.62283,0.976061
110100000,16498,963,4707609,331435,27060,719,25257,10998,12970,2154.33,3041.24,3947.83,2558.07,344.169,396.432,1.62122,0.976009
110200000,16498,963,4707609,331137,26772,719,24973,10998,12970,2150.83,3033.16,3947.88,2558.18,343.86,395.859,1.62163,0.975626
110300000,16498,963,4707609,332164,27819,719,25997,10998,12970,2141.51,3015.01,3947.89,2558.2,344.926,395.606,1.61984,0.974941
110400000,16498,963,4707609,330287,25893,719,24111,10998,12970,2159.99,3052.64,3948.01,2558.43,342.977,396.236,1.62354,0.977028
110500000,16498,963,4707609,330302,25875,719,24113,10998,12970,2160.05,3052.84,3948.12,2558.64,342.993,396.2,1.62334,0.976504
110600000,16498,963,4707609,331852,27468,719,25675,10998,12970,2150.66,3033.48,3948.25,2558.91,344.602,395.592,1.62036,0.974964
110700000,16498,963,4707609,332700,28327,719,26527,10998,12970,2144.67,3023.04,3948.25,2558.91,345.483,396.451,1.61876,0.974228
110800000,16498,963,4707609,332099,27741,719,25926,10998,12970,2138.02,3007.85,3948.25,2558.91,344.859,395.422,1.61993,0.974757
110900000,16498,963,4707609,329926,25534,719,23753,10998,12970,2163.08,3059.57,3948.28,2558.98,342.602,396.113,1.62399,0.977123
111000000,16498,963,4707609,329866,25450,719,23703,10998,12970,2163.54,3060.62,3948.39,2559.19,342.54,396.114,1.62376,0.976512
111100000,16498,963,4707609,330024,25633,719,23849,10998,12970,2162.38,3058.1,3948.49,2559.4,342.704,396.061,1.62374,0.976851
111200000,16498,963,4707609,330109,25614,719,23837,10998,12970,2162.06,3057.3,3948.56,2559.56,342.792,396.016,1.62399,0.976845
111300000,16498,963,4707609,332927,28594,719,26740,10998,12970,2133.09,3000.48,3948.6,2559.65,345.719,395.358,1.61865,0.974446
111400000,16498,963,4707609,331340,26989,719,25153,10998,12970,2157.2,3047.08,3948.6,2559.65,344.071,395.556,1.62156,0.975824
111500000,16498,963,4707609,330603,26244,719,24416,10998,12970,2157.42,3046.97,3948.6,2559.65,343.305,395.662,1.62292,0.976482
111600000,16498,963,4707609,333569,29309,719,27370,10998,12970,2062.89,2873.73,3948.6,2559.65,346.385,393.483,1.61796,0.974166
111700000,16498,963,4707609,333593,29336,719,27394,10998,12970,2031.24,2819.03,3948.6,2559.65,346.41,393.32,1.61792,0.974126
111800000,16498,963,4707609,331261,26926,719,25062,10998,12970,2133.2,2996.3,3948.6,2559.65,343.989,394.977,1.62204,0.976174
111900000,16498,963,4707609,330912,26576,719,24709,10998,12970,2150.7,3032.31,3948.6,2559.65,343.626,395.286,1.62263,0.9765
112000000,16498,963,4707609,332082,27759,719,25879,10998,12970,2125.39,2982.34,3948.6,2559.65,344.841,394.536,1.62047,0.975466
112100000,16498,963,4707609,334441,30267,719,28305,10998,12970,2019.72,2803.35,3948.6,2559.65,347.291,392.769,1.61634,0.973388
112200000,16498,963,4707609,332611,28322,719,26408,10998,12970,2069.94,2879.37,3948.6,2559.65,345.39,394.042,1.61959,0.974991
112300000,16498,963,4707609,332461,28158,719,26258,10998,12970,2080.59,2900.74,3948.6,2559.65,345.235,394.042,1.61982,0.975124
112400000,16498,963,4707609,332441,28063,719,26181,10998,12970,2131.96,2996.24,3948.6,2559.65,345.214,394.923,1.62017,0.975208
112500000,16498,963,4707609,333682,29362,719,27422,10998,12970,2067.15,2879.58,3948.6,2559.65,346.503,393.482,1.61804,0.974106
