environment,instance,algorithm_description,solution_cost,nodes_expanded,nodes_generated,total_time_ms,memory_peak_kb,count_enqueue,time_enqueue_ns,count_dequeue,time_dequeue_ns,count_rebuild,time_rebuild_ns,count_decrease_key,time_decrease_key_ns,count_stale_pops,count_update_pushes,wasted_time_ns,total_overhead_ns,instance_number
random_grid,5,"ANA* with RealBucketHeap (a=100, b=1, D=2)",21331,143969266,154954178.0,17006.1,2699340.0,154954179.0,3912820000.0,154954179.0,4005980000.0,494.0,45072400.0,0.0,0.0,10982866.0,134995897.0,283937000.0,7963870000.0,107
random_grid,5,"ANA* with RealBucketHeap (a=150, b=1, D=2)",21331,117273444,128304373.0,13419.8,2699340.0,128304374.0,2998230000.0,128304374.0,2915450000.0,268.0,30993100.0,0.0,0.0,11026665.0,108346092.0,250558000.0,5944670000.0,108
random_grid,5,"ANA* with RealBucketHeap (a=200, b=1, D=2)",21331,175013087,188224217.0,19257.7,2699340.0,188224218.0,4275550000.0,188224218.0,4163120000.0,260.0,28773600.0,0.0,0.0,13207470.0,168265936.0,292121000.0,8467450000.0,109
random_grid,5,"ANA* with RealBucketHeap (a=250, b=1, D=2)",21331,165200426,178815433.0,18100.1,2699340.0,178815434.0,3956070000.0,178815434.0,3800180000.0,138.0,17363100.0,0.0,0.0,13610656.0,158857152.0,289254000.0,7773610000.0,110
random_grid,6,ANA* with IndexedHeap (D=2),21275,31518148,37946265.0,7254.8,2699340.0,31518152.0,1106450000.0,31518152.0,2759070000.0,482.0,207721000.0,6428114.0,266071000.0,0.0,17986361.0,0.0,4339310000.0,111
random_grid,6,"ANA* with RealBucketHeap (a=1, b=1, D=2)",21275,33809535,40682057.0,10880.8,2699340.0,40682058.0,2909140000.0,40682058.0,4297280000.0,622.0,66968700.0,0.0,0.0,6872137.0,20722153.0,725910000.0,7273390000.0,112
random_grid,6,"ANA* with RealBucketHeap (a=25, b=1, D=2)",21275,44895536,51477308.0,7142.52,2699340.0,51477309.0,1781210000.0,51477309.0,1870030000.0,298.0,20792200.0,0.0,0.0,6581000.0,31517404.0,239070000.0,3672030000.0,113
random_grid,6,"ANA* with RealBucketHeap (a=50, b=1, D=2)",21275,57555020,64603605.0,7926.83,2699340.0,64603606.0,1881560000.0,64603606.0,1918410000.0,279.0,23072600.0,0.0,0.0,7047102.0,44643701.0,209264000.0,3823040000.0,114
random_grid,6,"ANA* with RealBucketHeap (a=100, b=1, D=2)",21275,74584297,82434889.0,9141.74,2699340.0,82434890.0,2075610000.0,82434890.0,2020890000.0,313.0,27082900.0,0.0,0.0,7848110.0,62474985.0,192397000.0,4123590000.0,115
random_grid,6,"ANA* with RealBucketHeap (a=150, b=1, D=2)",21275,87982408,96969838.0,10236.7,2699340.0,96969839.0,2276110000.0,96969839.0,2187530000.0,170.0,19172800.0,0.0,0.0,8984809.0,77009934.0,202687000.0,4482810000.0,116
random_grid,6,"ANA* with RealBucketHeap (a=200, b=1, D=2)",21275,103275821,113402730.0,11761.8,2699340.0,113402731.0,2580500000.0,113402731.0,2458120000.0,108.0,12424700.0,0.0,0.0,10124649.0,93442826.0,219462000.0,5051050000.0,117
random_grid,6,"ANA* with RealBucketHeap (a=250, b=1, D=2)",21275,129719252,141674199.0,14416.0,2699340.0,141674200.0,3130740000.0,141674200.0,2978500000.0,164.0,22816400.0,0.0,0.0,11951976.0,121714295.0,251273000.0,6132050000.0,118
random_grid,7,ANA* with IndexedHeap (D=2),21251,64797629,73615697.0,12695.0,2699340.0,64797633.0,2475540000.0,64797633.0,4899810000.0,340.0,125384000.0,8818065.0,348749000.0,0.0,53655643.0,0.0,7849490000.0,119
random_grid,7,"ANA* with RealBucketHeap (a=1, b=1, D=2)",21251,47982459,55888513.0,13723.3,2699340.0,55888514.0,3563850000.0,55888514.0,5548220000.0,305.0,37483000.0,0.0,0.0,7905262.0,35928455.0,784779000.0,9149560000.0,120
random_grid,7,"ANA* with RealBucketHeap (a=25, b=1, D=2)",21251,62232992,69682781.0,9515.47,2699340.0,69682782.0,2387110000.0,69682782.0,2568730000.0,515.0,36275000.0,0.0,0.0,7448811.0,49722723.0,274586000.0,4992110000.0,121
